step,dx,dz,volume_ul,liquid_class,timer_delta,source,step_index,destination,group_number,timer_group_check,guid,from_path,asp_mixing,dispense_type,tip_type,touchoff_dis,to_plate,to_well,from_plate,from_well,liquid_type_x,liquid_type_y,liquid_type
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-P1,2,30,14,5.0,30,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,30,ivl_384_flat_v1_0001,11,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-N1,2,31,14,5.0,31,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,31,ivl_384_flat_v1_0001,1,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-P1,2,32,14,5.0,32,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,32,ivl_384_flat_v1_0001,3,pbst,,pbst
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,33,15,16.0,33,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,33,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,34,15,16.0,34,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,34,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,35,15,16.0,35,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,35,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,36,15,16.0,36,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,36,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,37,15,16.0,37,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,37,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,38,15,16.0,38,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,38,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,39,15,16.0,39,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,39,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,40,15,16.0,40,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,40,ivl_96_dw_v1_0001,1,imaging,,imaging
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-N1,2,33,16,6.0,33,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,33,ivl_384_flat_v1_0001,5,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-P1,2,34,16,6.0,34,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,34,ivl_384_flat_v1_0001,7,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-N1,2,35,16,6.0,35,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,35,ivl_384_flat_v1_0001,9,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-P1,2,36,16,6.0,36,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,36,ivl_384_flat_v1_0001,11,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-N1,2,37,16,6.0,37,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,37,ivl_384_flat_v1_0001,1,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-P1,2,38,16,6.0,38,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,38,ivl_384_flat_v1_0001,3,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-N1,2,39,16,6.0,39,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,39,ivl_384_flat_v1_0001,5,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-P1,2,40,16,6.0,40,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,40,ivl_384_flat_v1_0001,7,pbst,,pbst
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,41,17,18.0,41,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,41,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,42,17,18.0,42,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,42,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,43,17,18.0,43,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,43,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,44,17,18.0,44,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,44,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,45,17,18.0,45,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,45,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,46,17,18.0,46,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,46,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,47,17,18.0,47,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,47,ivl_96_dw_v1_0001,1,imaging,,imaging
Step3,3,5,5.0,ivl_tip50_imaging_Jet_Empty,6,camera,3,48,17,18.0,48,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,48,ivl_96_dw_v1_0001,1,imaging,,imaging
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-N1,2,41,18,7.0,41,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,41,ivl_384_flat_v1_0001,9,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-P1,2,42,18,7.0,42,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,42,ivl_384_flat_v1_0001,11,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-N1,2,43,18,7.0,43,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,43,ivl_384_flat_v1_0001,1,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,ABI-131-P1,2,44,18,7.0,44,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,44,ivl_384_flat_v1_0001,3,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-N1,2,45,18,7.0,45,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,45,ivl_384_flat_v1_0001,5,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,D004-P1,2,46,18,7.0,46,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,46,ivl_384_flat_v1_0001,7,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-N1,2,47,18,7.0,47,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,47,ivl_384_flat_v1_0001,9,pbst,,pbst
Step2,3,5,3.0,ivl_tip50_pbst_Jet_Empty,4,R007-P1,2,48,18,7.0,48,some path,0,Jet_Empty,50,-1,IVL_Plate_v3_96cassettes_ABformat_0001,48,ivl_384_flat_v1_0001,11,pbst,,pbst
